Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2023-12-22,370.16416841117154,371.6500554361655,369.20329359245756,371.0556945800781,17091100,0.0,0.0,MSFT
2023-12-26,371.47174615266005,373.393495737859,369.98585916804944,371.13494873046875,12673100,0.0,0.0,MSFT
2023-12-27,370.1741075355698,371.5312129344826,369.30238225527376,370.550537109375,14905400,0.0,0.0,MSFT
2023-12-28,371.83826458273074,372.9180055102288,370.6396575319042,371.7491149902344,14327000,0.0,0.0,MSFT
2023-12-29,372.46235152363494,373.61144112939365,369.96607217829995,372.5019836425781,18723000,0.0,0.0,MSFT
2024-01-02,370.34250450989776,372.3633195298243,363.3192147660882,367.3806457519531,25258600,0.0,0.0,MSFT
2024-01-03,365.5381225658885,369.7481357898977,365.04282689247566,367.1131591796875,23083500,0.0,0.0,MSFT
2024-01-04,367.1825051718643,369.5896348719219,363.71543548306664,364.4781799316406,20901500,0.0,0.0,MSFT
2024-01-05,365.4985007136341,368.559424433647,363.0517388090319,364.28997802734375,20987000,0.0,0.0,MSFT
2024-01-08,365.8253710003868,371.66988411040546,365.53812127674354,371.1646728515625,23134000,0.0,0.0,MSFT
2024-01-09,368.50986917545833,372.4524030948654,367.69757707621847,372.2543029785156,20830000,0.0,0.0,MSFT
2024-01-10,372.8288615431399,380.5554922110054,372.7793440678221,379.16864013671875,25514200,0.0,0.0,MSFT
2024-01-11,382.3682441685505,387.0042042259602,376.80112586493703,381.0111389160156,27850800,0.0,0.0,MSFT
2024-01-12,381.8630597761942,385.0230486833725,381.03096664819185,384.8150329589844,21645700,0.0,0.0,MSFT
2024-01-16,389.9562027545636,390.32271672497956,383.9730224089054,386.59808349609375,27202300,0.0,0.0,MSFT
2024-01-17,384.3296924343439,386.43962688844755,381.1895041483633,385.8056640625,22234100,0.0,0.0,MSFT
2024-01-18,388.034419353738,390.2830506876362,386.44946725171263,390.1641845703125,23392100,0.0,0.0,MSFT
2024-01-19,392.0364429224476,394.9190673828125,389.7976967944334,394.9190673828125,29272000,0.0,0.0,MSFT
2024-01-22,396.2563743199646,396.8507352261163,389.8868786582818,392.7794189453125,27016900,0.0,0.0,MSFT
2024-01-23,392.0264941391943,395.6223452773298,390.22361077691727,395.1468505859375,20525900,0.0,0.0,MSFT
2024-01-24,397.7620686193911,401.81358370975624,396.68232764982235,398.7724609375,24867000,0.0,0.0,MSFT
2024-01-25,400.5158863337274,403.18057938018296,398.7427194215606,401.0606994628906,21021200,0.0,0.0,MSFT
2024-01-26,400.5654097210854,402.34849224643625,398.6436601299057,400.1295471191406,17803300,0.0,0.0,MSFT
2024-01-29,402.23954412902646,406.12267574413715,400.52581011271667,405.8651123046875,24510200,0.0,0.0,MSFT
2024-01-30,408.3812111979871,409.16375662074074,402.6258777098208,404.7457275390625,33477600,0.0,0.0,MSFT
2024-01-31,403.1310773427729,411.41243736511643,393.47281096125835,393.8393249511719,47871100,0.0,0.0,MSFT
2024-02-01,398.0493222591689,404.161284395668,398.01960572688716,399.9809875488281,30657700,0.0,0.0,MSFT
2024-02-02,400.0106970175581,408.7675210638453,399.7630491761005,407.3509826660156,28245000,0.0,0.0,MSFT
2024-02-05,406.0433872498531,407.29154202131053,400.18898875911304,401.8333740234375,25352300,0.0,0.0,MSFT
2024-02-06,402.0612108490808,404.13154308563696,399.11915341177513,401.67486572265625,18382600,0.0,0.0,MSFT
2024-02-07,403.6065932838736,410.4020362966632,403.5669611603183,410.1543884277344,22340500,0.0,0.0,MSFT
2024-02-08,410.1543425713037,411.65014520614363,408.6486545795197,410.2137756347656,21225300,0.0,0.0,MSFT
2024-02-09,411.34304822902254,416.8606491715924,411.18454998916735,416.5931701660156,22032800,0.0,0.0,MSFT
2024-02-12,416.6030882773996,416.78138746189904,410.847755055397,411.35296630859375,21202900,0.0,0.0,MSFT
2024-02-13,401.1300494611104,406.21178774325523,399.59464501524405,402.4970703125,27824900,0.0,0.0,MSFT
2024-02-14,404.97813565927675,406.73471379055,401.50465451788693,406.3873596191406,20401200,0.75,0.0,MSFT
2024-02-15,405.0476293953427,406.03011869599004,401.22679392364836,403.4795837402344,21825500,0.0,0.0,MSFT
2024-02-16,404.869010578239,405.19652723535626,400.38326805907,400.9985656738281,22281100,0.0,0.0,MSFT
2024-02-20,400.18470090734456,401.4252298435828,394.9943472213883,399.7381286621094,24307900,0.0,0.0,MSFT
2024-02-21,397.1380014467668,399.24193376469594,394.21034092041026,399.13275146484375,18631100,0.0,0.0,MSFT
2024-02-22,407.08207646174907,409.70205797134184,405.4743557171247,408.531005859375,27009900,0.0,0.0,MSFT
2024-02-23,412.5205590554713,412.7090915973696,405.87131159465224,407.2309265136719,16295900,0.0,0.0,MSFT
2024-02-26,408.34243031561954,409.0371386513167,404.2734892487182,404.4521484375,16193500,0.0,0.0,MSFT
2024-02-27,404.898754425873,405.22627106063214,400.7901378959309,404.39263916015625,14835800,0.0,0.0,MSFT
2024-02-28,405.0873045429746,406.1988137086949,402.24898865810695,404.63079833984375,13183100,0.0,0.0,MSFT
2024-02-29,405.5438348800808,411.06170550216336,402.84444253870316,410.5059509277344,31947300,0.0,0.0,MSFT
2024-03-01,408.153876143975,412.71902889421233,407.76684684717014,412.3518371582031,17800300,0.0,0.0,MSFT
2024-03-04,410.307447886493,414.18782621068357,409.19593875466035,411.7762451171875,17596000,0.0,0.0,MSFT
2024-03-05,410.8235170993726,411.1113283199567,397.60446252322527,399.5992126464844,26919200,0.0,0.0,MSFT
2024-03-06,399.91679432847235,402.0902036474927,395.37150921419715,399.04345703125,22344100,0.0,0.0,MSFT
2024-03-07,403.04290164123864,406.67517415608603,399.19229481283145,406.0400390625,18718500,0.0,0.0,MSFT
2024-03-08,404.8689575439801,407.3103404061873,401.2664565057241,403.14215087890625,17971700,0.0,0.0,MSFT
2024-03-11,400.70079606171487,402.6062316222378,398.21973809181884,401.45501708984375,16120800,0.0,0.0,MSFT
2024-03-12,404.5315189350478,412.4212950799544,403.70782104780903,412.13348388671875,22457000,0.0,0.0,MSFT
2024-03-13,414.9321647542621,415.0115452878592,408.3325562328795,411.95489501953125,17115900,0.0,0.0,MSFT
2024-03-14,417.05592096351893,424.5785058716351,414.8229687362819,421.9981994628906,34157300,0.0,0.0,MSFT
2024-03-15,416.1131423873529,419.39806083838096,409.6623914264508,413.264892578125,45049800,0.0,0.0,MSFT
2024-03-18,411.111304092611,417.54221722990445,410.6448639845401,414.1580505371094,20106000,0.0,0.0,MSFT
2024-03-19,414.6641794557911,418.4751112612702,412.40145573236146,418.2170715332031,19837900,0.0,0.0,MSFT
2024-03-20,418.8026102027015,422.73259778034867,417.4727666861834,422.0081481933594,17860100,0.0,0.0,MSFT
2024-03-21,426.5732359122919,427.55575544088225,423.9234830206928,426.1167297363281,21296200,0.0,0.0,MSFT
2024-03-22,426.44426419825527,426.6030252593982,422.8417631107263,425.49151611328125,17636500,0.0,0.0,MSFT
2024-03-25,422.0180389961963,424.1716107025241,418.41553787360243,419.65606689453125,18060500,0.0,0.0,MSFT
2024-03-26,422.38524885715407,422.7623745415083,418.1575463672177,418.45526123046875,16725600,0.0,0.0,MSFT
2024-03-27,421.22414226138676,421.23407618588817,415.83529108292765,418.2369384765625,16705000,0.0,0.0,MSFT
2024-03-28,417.7704594727013,418.6735682140503,415.94440442920035,417.53228759765625,21871200,0.0,0.0,MSFT
2024-04-01,420.7377908946275,424.6479403829761,419.0208880059547,421.35308837890625,16316000,0.0,0.0,MSFT
2024-04-02,416.92688638600043,419.1797063812392,414.6740966771135,418.246826171875,17912000,0.0,0.0,MSFT
2024-04-03,416.54979735190346,420.0530500088036,415.91463197146663,417.26434326171875,16502300,0.0,0.0,MSFT
2024-04-04,421.76992047315406,425.4220608182633,414.4061573873391,414.71380615234375,19370900,0.0,0.0,MSFT
2024-04-05,416.8276673390752,423.2784179752705,415.1504697507563,422.2958984375,16544300,0.0,0.0,MSFT
2024-04-08,421.9485777283347,424.0425761054586,420.09272093696904,421.3729553222656,14272400,0.0,0.0,MSFT
2024-04-09,423.20896224870864,424.4991003259259,418.4254750382327,423.0501708984375,12512300,0.0,0.0,MSFT
2024-04-10,418.99116993330387,420.81722505973426,416.5200457584293,420.0530700683594,16216600,0.0,0.0,MSFT
2024-04-11,422.5936541739285,426.1167444183971,419.15984809671994,424.6876525878906,17966400,0.0,0.0,MSFT
2024-04-12,420.83704242845164,421.9584854811625,416.58947237839413,418.7033386230469,19232100,0.0,0.0,MSFT
2024-04-15,423.36774724307367,423.5860815606245,410.2975202475589,410.5059509277344,20273500,0.0,0.0,MSFT
2024-04-16,411.42887810136665,415.2298454910269,410.5952462785095,411.43878173828125,16765600,0.0,0.0,MSFT
2024-04-17,414.08855629342435,415.7062108618487,407.22097481991534,408.71954345703125,15855500,0.0,0.0,MSFT
2024-04-18,407.5187363707615,408.76919927263555,400.88935677884103,401.2069091796875,21029900,0.0,0.0,MSFT
2024-04-19,400.9687488676842,402.4077746386735,394.7561698730406,396.095947265625,30276500,0.0,0.0,MSFT
2024-04-22,397.04862935947983,399.79766079093116,392.7514505668274,397.9219665527344,20286900,0.0,0.0,MSFT
2024-04-23,401.1771473553241,405.10716505974153,400.0060952402287,404.48193359375,15734500,0.0,0.0,MSFT
2024-04-24,406.45684392489727,409.3447990752087,403.6979086365787,405.96063232421875,15065300,0.0,0.0,MSFT
2024-04-25,391.04452101034235,396.8601368410158,385.08998167747234,396.0165710449219,40586500,0.0,0.0,MSFT
2024-04-26,409.0470757072221,409.87077362119237,402.6856394846956,403.24139404296875,29694700,0.0,0.0,MSFT
2024-04-29,402.17947890315463,403.2413789354232,396.165397076456,399.20220947265625,19582100,0.0,0.0,MSFT
2024-04-30,398.4479657229549,399.11290256766176,386.221335381575,386.3800964355469,28781400,0.0,0.0,MSFT
2024-05-01,389.63523841829954,398.67622906449674,387.3526772876393,391.9476013183594,23562500,0.0,0.0,MSFT
2024-05-02,394.6469936602289,396.8997833087663,391.6597902856064,394.82562255859375,17709400,0.0,0.0,MSFT
2024-05-03,399.23197820235123,404.0650740320478,398.8151471589616,403.57879638671875,17446700,0.0,0.0,MSFT
2024-05-06,405.66292597330005,410.7937370714025,403.29101993493754,410.4067077636719,16996600,0.0,0.0,MSFT
2024-05-07,411.5181933814727,411.52812730475875,405.9903890817075,406.2384948730469,20018200,0.0,0.0,MSFT
2024-05-08,405.07740513834375,409.1066410493604,403.6284454091321,407.429443359375,11792300,0.0,0.0,MSFT
2024-05-09,407.45921271703617,409.59291660377954,406.00034935781423,409.1959533691406,14689700,0.0,0.0,MSFT
2024-05-10,409.8112151541409,412.23273004632824,408.6798382335046,411.5975646972656,13402300,0.0,0.0,MSFT
2024-05-13,414.84283115281045,415.18025140614657,407.7073059282806,410.5853271484375,15440200,0.0,0.0,MSFT
2024-05-14,408.8981987547859,414.3267549073316,408.43175863614476,413.40380859375,15109300,0.0,0.0,MSFT
2024-05-15,415.48172683662517,421.35753100749633,414.85536761085484,420.6317443847656,22239500,0.75,0.0,MSFT
2024-05-16,419.35914332573157,422.9582208339026,417.91755229509,418.5538330078125,17530100,0.0,0.0,MSFT
2024-05-17,420.09485405964773,420.4726599302369,415.6109428181483,417.7783203125,15352200,0.0,0.0,MSFT
2024-05-20,417.778343258253,424.30037978174784,417.55961512858175,422.878662109375,16272100,0.0,0.0,MSFT
2024-05-21,424.36001790160714,430.46450167288947,422.39149513236316,426.5572509765625,21453300,0.0,0.0,MSFT
2024-05-22,427.6012125858257,429.90779482091807,424.6583495892153,428.0287170410156,18073700,0.0,0.0,MSFT
2024-05-23,430.4645069803894,431.09086617504613,422.95820916796526,424.529052734375,17211700,0.0,0.0,MSFT
2024-05-24,424.71796179341015,428.565562226306,421.95405016489985,427.6707763671875,11845800,0.0,0.0,MSFT
2024-05-28,427.14385491376675,428.3269711402922,424.13138989907134,427.8298645019531,15718000,0.0,0.0,MSFT
2024-05-29,423.22665032702537,428.44627000677747,423.22665032702537,426.6865234375,15517100,0.0,0.0,MSFT
2024-05-30,421.84466424386284,421.84466424386284,411.84288150879064,412.2704162597656,28424800,0.0,0.0,MSFT
2024-05-31,414.3383733012913,414.3383733012913,402.1692127903504,412.7277526855469,47995300,0.0,0.0,MSFT
2024-06-03,413.1254229827006,414.02020882309534,406.553688084388,411.1270446777344,17484700,0.0,0.0,MSFT
2024-06-04,410.04337212748766,414.03017705380546,407.30928563189894,413.6623229980469,14348900,0.0,0.0,MSFT
2024-06-05,415.39223173706347,421.6259378345122,413.89096003424896,421.5563659667969,16988000,0.0,0.0,MSFT
2024-06-06,421.5563568996983,422.848821948627,418.14618249774657,422.0633850097656,14861300,0.0,0.0,MSFT
2024-06-07,423.73371564550735,423.81323935854607,420.55222098628695,421.3973083496094,13621700,0.0,0.0,MSFT
2024-06-10,422.24237348386436,425.6027887352665,421.4370631899479,425.3940124511719,14003000,0.0,0.0,MSFT
2024-06-11,423.01786084549974,430.3153823959729,422.78918087724,430.1761779785156,14551100,0.0,0.0,MSFT
2024-06-12,432.8009161252906,440.8341457768561,430.7428874309175,438.5076904296875,22366200,0.0,0.0,MSFT
2024-06-13,438.2989324414096,440.8242426789463,436.8274858579273,439.0246887207031,15960600,0.0,0.0,MSFT
2024-06-14,435.74378876375306,440.5756810111054,434.19281849694386,440.00897216796875,13582000,0.0,0.0,MSFT
2024-06-17,440.0288392462003,448.3305259626429,438.16966532085047,445.775390625,20790000,0.0,0.0,MSFT
2024-06-18,447.10763493198164,447.53516969127554,442.3155500964385,443.75714111328125,17112500,0.0,0.0,MSFT
2024-06-20,443.71738383441055,443.94606381625726,438.7164921470121,443.1208801269531,19877400,0.0,0.0,MSFT
2024-06-21,444.79114029939626,447.97260457820744,443.9261796037789,447.17724609375,34486200,0.0,0.0,MSFT
2024-06-24,447.197116551364,450.13005783321864,443.82674934456685,445.0794677734375,15913700,0.0,0.0,MSFT
2024-06-25,445.65606632861267,448.80773551860256,444.1647465305247,448.3404541015625,16747500,0.0,0.0,MSFT
2024-06-26,446.4017395883299,450.9751265075422,445.59642930053803,449.54345703125,16507000,0.0,0.0,MSFT
2024-06-27,449.56332546408174,453.53025683427376,449.15569440393773,450.2294616699219,14806300,0.0,0.0,MSFT
2024-06-28,450.44819707911165,452.7448272217048,443.8267333016812,444.3636169433594,28362300,0.0,0.0,MSFT
2024-07-01,446.06369781193524,454.7232862857242,443.08105821287796,454.0870056152344,17662800,0.0,0.0,MSFT
2024-07-02,450.57745029839504,456.9304570935814,450.48794440717063,456.62225341796875,13979800,0.0,0.0,MSFT
2024-07-03,455.5385808076234,458.3521910129211,455.23037712106725,458.1036376953125,9932800,0.0,0.0,MSFT
2024-07-05,456.95033221316646,465.6397765538939,456.3140515175161,464.8543395996094,16000300,0.0,0.0,MSFT
2024-07-08,463.8501958785038,464.99356542878803,461.77229375422786,463.5419921875,12962300,0.0,0.0,MSFT
2024-07-09,464.29759021110544,464.6256672353131,455.3496709136752,456.8807678222656,17207200,0.0,0.0,MSFT
2024-07-10,458.55104934272356,463.7607172108967,456.20469022907776,463.55194091796875,18196100,0.0,0.0,MSFT
2024-07-11,460.3008712942663,462.0904430463112,448.93699054354346,452.06878662109375,23111200,0.0,0.0,MSFT
2024-07-12,451.70090017355875,453.71915189160546,448.0422026334216,450.9254150390625,16324300,0.0,0.0,MSFT
2024-07-15,450.67685394437046,454.6139602586164,448.8176800220224,451.3330383300781,14429400,0.0,0.0,MSFT
2024-07-16,451.5915769633523,451.671100679191,444.0753266658107,446.91876220703125,17175700,0.0,0.0,MSFT
2024-07-17,440.0288496296795,442.2757813397234,436.63857872187197,440.9534606933594,21778000,0.0,0.0,MSFT
2024-07-18,441.7687136228689,442.07691730431753,431.886231451246,437.8216857910156,20794800,0.0,0.0,MSFT
2024-07-19,430.59376141790096,438.58724438350157,429.5001207828966,434.5805358886719,20940400,0.0,0.0,MSFT
2024-07-22,439.23349185507885,442.0272287343498,436.37015276462773,440.3768310546875,15808800,0.0,0.0,MSFT
2024-07-23,441.33127259326983,445.7953108894537,440.53591409904936,442.2757873535156,13107100,0.0,0.0,MSFT
2024-07-24,437.90124163761953,438.9252800797557,425.11564336198785,426.4180603027344,26805800,0.0,0.0,MSFT
2024-07-25,426.31863260886945,427.3128458662045,415.0939867790631,415.97882080078125,29943800,0.0,0.0,MSFT
2024-07-26,415.7799870015666,426.4379540941027,414.8553456338981,422.8090515136719,23583800,0.0,0.0,MSFT
2024-07-29,429.0825608465564,429.6492697069918,422.2423988579534,424.2606506347656,15125800,0.0,0.0,MSFT
2024-07-30,425.2448982961915,426.5671885866718,414.9448331085773,420.4726867675781,32687600,0.0,0.0,MSFT
2024-07-31,418.0666600260145,419.3392517370681,409.82462391670987,415.9291076660156,42891400,0.0,0.0,MSFT
2024-08-01,418.3549862264431,424.98637136355273,410.6995323530128,414.6962585449219,30296400,0.0,0.0,MSFT
2024-08-02,410.1030126570464,412.59849761680636,402.0001807599968,406.12615966796875,29437900,0.0,0.0,MSFT
2024-08-05,386.91799678720787,398.7193036046689,383.34874440032485,392.8633728027344,40709200,0.0,0.0,MSFT
2024-08-06,397.6853041219084,403.3225066578681,396.1939842314513,397.29754638671875,24946500,0.0,0.0,MSFT
2024-08-07,406.27532907710327,407.70696828580475,395.1699533956427,396.1243896484375,20650900,0.0,0.0,MSFT
2024-08-08,400.1111573966137,403.51134950514665,397.6256244291568,400.3597106933594,20203000,0.0,0.0,MSFT
2024-08-09,401.6919660750819,405.68869229684987,399.93221959838144,403.6704406738281,19276700,0.0,0.0,MSFT
2024-08-12,404.7044554196647,406.39463013243375,401.9007666876047,404.4559020996094,16762900,0.0,0.0,MSFT
2024-08-13,407.21979148714996,412.5487901543895,407.19991814538804,411.6142272949219,19414300,0.0,0.0,MSFT
2024-08-14,412.3996465083127,415.30276256625774,410.0632696291805,414.4477233886719,18267000,0.0,0.0,MSFT
2024-08-15,418.1229861127925,419.42775054091777,415.991550712489,419.34808349609375,20752100,0.75,0.0,MSFT
2024-08-16,418.919805326896,419.6568394696199,415.6329698343419,416.7983093261719,22775600,0.0,0.0,MSFT
2024-08-19,417.28632868553893,420.0651916950313,414.79631569386714,419.8460693359375,15234000,0.0,0.0,MSFT
2024-08-20,420.015435317403,424.15879050030776,419.9556774327427,423.10302734375,16387600,0.0,0.0,MSFT
2024-08-21,422.38589043229285,424.69662989295495,420.03533264675815,422.4456787109375,16067300,0.0,0.0,MSFT
2024-08-22,422.66475709775676,425.0850728631847,412.95370628251766,413.88995361328125,19361900,0.0,0.0,MSFT
2024-08-23,415.3142739439322,417.58516466451346,410.44379375355777,415.1250305175781,18493800,0.0,0.0,MSFT
2024-08-26,414.70672647734364,415.6130949578331,409.6968209788455,411.8382263183594,13152800,0.0,0.0,MSFT
2024-08-27,411.2107324794244,412.7047404254691,408.61117324322794,412.18682861328125,13492900,0.0,0.0,MSFT
2024-08-28,413.22264841837114,413.3421641808517,405.6828816466664,408.9597473144531,14882700,0.0,0.0,MSFT
2024-08-29,413.2824329478728,420.3640158924635,408.95977368399144,411.4696960449219,17045200,0.0,0.0,MSFT
2024-08-30,413.93977626013776,415.822210323597,410.48363692465733,415.4736328125,24308300,0.0,0.0,MSFT
2024-09-03,416.2405478075573,418.20267931936957,405.4040060811421,407.80438232421875,20313600,0.0,0.0,MSFT
